Hour,R0ad_name,Direction,Location,Time_Spend,Type,Dead,Injury,inside shoulder,inner lane,Nakauchi Lane,middle lane,Chinese and foreign lanes,outer lane,outer shoulder,ramp,capsize accident,construction accident,Dangerous goods vehicles,vehicle fire,Smoke car accident,Mainline interruption,branch, Category, crash car count,datetime,is_death,is_injury,car_type1_ratio,car_type2_ratio,car_type3_ratio,car_type4_ratio,car_type5_ratio
8,10010,2,26,7,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 08:52,FALSE,FALSE,1,0,0,0,0
8,10010,1,7.6,21,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 08:38,FALSE,FALSE,1,0,0,0,0
8,10030,1,30.9,26,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/8 08:45,FALSE,FALSE,1,0,0,0,0
9,10030,2,45.7,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 09:12,FALSE,FALSE,0,0.5,0.5,0,0
9,10010,2,36,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 09:09,FALSE,FALSE,0.5,0.5,0,0,0
7,10010,1,38.5,100,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Train,1,2023/3/8 07:43,FALSE,FALSE,1,0,0,0,0
9,10010,1,92.4,15,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 09:45,FALSE,FALSE,1,0,0,0,0
10,10030,1,44,2,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 10:05,FALSE,FALSE,1,0,0,0,0
10,10030,2,37,28,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 10:32,FALSE,FALSE,0.5,0.5,0,0,0
10,10010,1,37.1,27,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/8 10:53,FALSE,FALSE,0.5,0.5,0,0,0
14,10020,4,3.4,28,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 14:16,FALSE,FALSE,0.5,0.5,0,0,0
14,10010,1,31.6,6,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 14:41,FALSE,FALSE,0.5,0,0.5,0,0
14,10020,4,3.3,9,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 14:46,FALSE,FALSE,0.5,0,0.5,0,0
16,10030,2,50,48,A2,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,Train,5,2023/3/8 16:26,FALSE,TRUE,0.8,0.2,0,0,0
17,10010,1,16.1,11,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 17:25,FALSE,FALSE,0,0,1,0,0
17,10030,1,31,15,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/8 17:32,FALSE,FALSE,1,0,0,0,0
17,10010,2,39.8,6,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 17:47,FALSE,FALSE,0.5,0,0,0.5,0
18,10030,1,19.6,10,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/8 18:38,FALSE,FALSE,1,0,0,0,0
18,10010,2,13,11,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/8 18:40,FALSE,FALSE,1,0,0,0,0
18,10010,1,23.3,37,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/8 18:32,FALSE,FALSE,1,0,0,0,0
20,10010,2,85.1,39,A2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/8 20:07,FALSE,TRUE,1,0,0,0,0
0,10010,2,85,15,A3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/9 00:40,FALSE,FALSE,0.5,0.5,0,0,0
2,10010,2,37,52,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Train,1,2023/3/9 02:37,FALSE,FALSE,1,0,0,0,0
6,10010,2,49.8,30,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,1,2023/3/9 06:51,FALSE,FALSE,1,0,0,0,0
7,10010,2,25.6,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/9 07:15,FALSE,FALSE,1,0,0,0,0
7,10020,4,11.6,15,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/9 07:31,FALSE,FALSE,1,0,0,0,0
7,10020,3,18,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/9 07:42,FALSE,FALSE,1,0,0,0,0
7,10010,1,38.2,8,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/9 07:50,FALSE,FALSE,1,0,0,0,0
8,10010,2,25,9,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/9 08:03,FALSE,FALSE,1,0,0,0,0
8,10010,1,72.9,15,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/9 08:15,FALSE,FALSE,0.5,0.5,0,0,0
10,10030,2,37.1,24,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,4,2023/3/17 10:08,FALSE,FALSE,1,0,0,0,0
10,10010,1,88.5,9,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/17 10:29,FALSE,FALSE,0.5,0.5,0,0,0
10,10010,2,38.4,30,A2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,1,2023/3/17 10:32,FALSE,TRUE,1,0,0,0,0
11,10030,1,35,16,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 11:21,FALSE,FALSE,0.5,0,0.5,0,0
11,10010,1,78,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 11:37,FALSE,FALSE,1,0,0,0,0
11,10010,2,40.5,11,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 11:33,FALSE,FALSE,1,0,0,0,0
12,10010,2,33,12,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 12:07,FALSE,FALSE,0.5,0.5,0,0,0
14,10010,1,33.9,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 14:56,FALSE,FALSE,1,0,0,0,0
15,10010,2,91.6,21,A3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/17 15:06,FALSE,FALSE,0.333333333,0.333333333,0.333333333,0,0
15,10010,1,34.5,13,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 15:25,FALSE,FALSE,1,0,0,0,0
14,10010,1,26.8,47,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 14:52,FALSE,FALSE,1,0,0,0,0
15,10010,2,93.3,3,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 15:49,FALSE,FALSE,1,0,0,0,0
16,10030,2,43.5,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 16:41,FALSE,FALSE,1,0,0,0,0
17,10010,2,42.4,5,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:05,FALSE,FALSE,1,0,0,0,0
17,10030,2,35.4,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:10,FALSE,FALSE,1,0,0,0,0
17,10010,2,53,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:24,FALSE,FALSE,1,0,0,0,0
17,10010,2,95.3,4,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:34,FALSE,FALSE,1,0,0,0,0
17,10010,1,56.3,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:39,FALSE,FALSE,1,0,0,0,0
17,10030,1,12,10,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 17:39,FALSE,FALSE,1,0,0,0,0
17,10010,1,56.3,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 17:39,FALSE,FALSE,1,0,0,0,0
18,10010,2,61.6,9,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/3/17 18:07,FALSE,FALSE,1,0,0,0,0
18,10010,2,65,27,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,3,2023/3/17 18:18,FALSE,FALSE,0.666666667,0.333333333,0,0,0
18,10030,2,0.9,14,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 18:32,FALSE,FALSE,1,0,0,0,0
18,10030,2,42.3,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 18:49,FALSE,FALSE,1,0,0,0,0
18,10010,1,58,8,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 18:47,FALSE,FALSE,1,0,0,0,0
18,10010,2,16.2,20,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 18:47,FALSE,FALSE,1,0,0,0,0
19,10010,1,56,11,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 19:00,FALSE,FALSE,1,0,0,0,0
19,10010,1,88,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 19:05,FALSE,FALSE,1,0,0,0,0
19,10010,2,93.5,10,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/17 19:04,FALSE,FALSE,1,0,0,0,0
18,10020,3,20,23,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 18:51,FALSE,FALSE,1,0,0,0,0
19,10010,1,41,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 19:15,FALSE,FALSE,1,0,0,0,0
19,10030,2,44,12,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 19:26,FALSE,FALSE,1,0,0,0,0
19,10010,2,33,9,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/17 19:40,FALSE,FALSE,1,0,0,0,0
19,10010,1,99,39,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 19:12,FALSE,FALSE,1,0,0,0,0
19,10010,2,19,9,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 19:53,FALSE,FALSE,1,0,0,0,0
21,10010,2,30.5,24,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/17 21:15,FALSE,FALSE,1,0,0,0,0
21,10010,1,43.5,25,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 21:18,FALSE,FALSE,1,0,0,0,0
21,10010,1,47,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/17 21:50,FALSE,FALSE,0.5,0,0,0.5,0
3,10030,2,63.5,46,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 03:30,FALSE,FALSE,1,0,0,0,0
4,10030,2,50,13,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 04:11,FALSE,FALSE,0.5,0.5,0,0,0
7,10030,1,59.9,2,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 07:04,FALSE,FALSE,1,0,0,0,0
8,10030,2,17.8,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 08:08,FALSE,FALSE,1,0,0,0,0
8,10020,4,8,4,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 08:57,FALSE,FALSE,1,0,0,0,0
9,10010,1,41,5,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 09:53,FALSE,FALSE,1,0,0,0,0
10,10030,1,52.5,7,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 10:13,FALSE,FALSE,1,0,0,0,0
10,10010,2,18.4,6,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 10:23,FALSE,FALSE,1,0,0,0,0
10,10010,2,18,2,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 10:32,FALSE,FALSE,1,0,0,0,0
10,10010,1,35.5,12,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 10:50,FALSE,FALSE,1,0,0,0,0
10,10010,1,81.4,4,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 10:53,FALSE,FALSE,1,0,0,0,0
10,10010,2,26.7,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 10:59,FALSE,FALSE,1,0,0,0,0
11,10010,2,25.6,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:11,FALSE,FALSE,1,0,0,0,0
11,10030,2,68,14,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:28,FALSE,FALSE,1,0,0,0,0
11,10010,1,73.9,3,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:32,FALSE,FALSE,1,0,0,0,0
11,10010,1,88.6,9,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:32,FALSE,FALSE,1,0,0,0,0
11,10010,2,14.2,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:54,FALSE,FALSE,0.5,0,0.5,0,0
11,10010,2,27.2,12,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:40,FALSE,FALSE,1,0,0,0,0
11,10020,3,19,3,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 11:50,FALSE,FALSE,1,0,0,0,0
12,10030,1,79.2,5,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/18 12:02,FALSE,FALSE,1,0,0,0,0
12,10030,1,98.5,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 12:14,FALSE,FALSE,1,0,0,0,0
12,10030,1,15.2,22,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 12:25,FALSE,FALSE,0.5,0,0.5,0,0
12,10030,2,44,3,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 12:35,FALSE,FALSE,1,0,0,0,0
12,10010,1,18,8,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 12:43,FALSE,FALSE,1,0,0,0,0
12,10010,2,26.8,16,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 12:57,FALSE,FALSE,1,0,0,0,0
13,10010,2,33.8,15,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/18 13:02,FALSE,FALSE,1,0,0,0,0
13,10010,2,25.6,7,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 13:50,FALSE,FALSE,1,0,0,0,0
14,10010,2,33,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 14:56,FALSE,FALSE,1,0,0,0,0
15,10010,2,23.4,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:03,FALSE,FALSE,1,0,0,0,0
14,10010,1,51.4,6,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 14:49,FALSE,FALSE,1,0,0,0,0
13,10010,1,69,33,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,3,2023/3/18 13:46,FALSE,FALSE,1,0,0,0,0
15,10010,2,33.9,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:15,FALSE,FALSE,1,0,0,0,0
15,10030,1,44.1,1,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:31,FALSE,FALSE,0.5,0,0.5,0,0
15,10030,1,42.2,1,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:47,FALSE,FALSE,0.5,0,0.5,0,0
15,10010,2,18,13,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 15:51,FALSE,FALSE,0.5,0,0.5,0,0
15,10030,1,44,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:59,FALSE,FALSE,0.5,0,0.5,0,0
15,10010,2,35.1,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 15:59,FALSE,FALSE,1,0,0,0,0
17,10010,2,81.4,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 17:57,FALSE,FALSE,1,0,0,0,0
19,10030,2,32.5,21,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/18 19:04,FALSE,FALSE,0.5,0.5,0,0,0
19,10010,1,5,9,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/18 19:16,FALSE,FALSE,0.5,0.5,0,0,0
20,10030,2,44.5,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/18 20:15,FALSE,FALSE,1,0,0,0,0
0,10010,1,46.2,9,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/19 00:17,FALSE,FALSE,1,0,0,0,0
6,10010,2,47.1,53,A2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,Train,2,2023/3/19 06:29,FALSE,TRUE,0.5,0,0.5,0,0
13,10010,2,34,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/19 13:16,FALSE,FALSE,1,0,0,0,0
14,10030,2,72,6,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 14:32,FALSE,FALSE,1,0,0,0,0
13,10010,2,33,28,A3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Train,2,2023/3/19 13:04,FALSE,FALSE,1,0,0,0,0
14,10030,2,73.9,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 14:41,FALSE,FALSE,1,0,0,0,0
15,10010,1,87.7,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,4,2023/3/19 15:03,FALSE,FALSE,1,0,0,0,0
14,10030,2,102.2,25,A3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Train,4,2023/3/19 14:49,FALSE,FALSE,1,0,0,0,0
15,10010,1,47,24,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 15:04,FALSE,FALSE,1,0,0,0,0
15,10010,1,52,9,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 15:19,FALSE,FALSE,1,0,0,0,0
16,10010,1,16.5,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 16:00,FALSE,FALSE,1,0,0,0,0
16,10010,2,26.8,10,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 16:10,FALSE,FALSE,1,0,0,0,0
16,10010,1,18.7,9,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/19 16:48,FALSE,FALSE,1,0,0,0,0
8,10030,1,19.5,29,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,4,2023/3/20 08:43,FALSE,FALSE,1,0,0,0,0
9,10010,2,31.6,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 09:31,FALSE,FALSE,1,0,0,0,0
9,10010,2,39.5,8,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 09:37,FALSE,FALSE,1,0,0,0,0
9,10030,2,102.3,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 09:59,FALSE,FALSE,0.5,0,0.5,0,0
9,10030,2,38,13,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 09:59,FALSE,FALSE,0.5,0.5,0,0,0
10,10030,2,21.6,13,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 10:00,FALSE,FALSE,1,0,0,0,0
10,10010,1,56.5,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 10:32,FALSE,FALSE,1,0,0,0,0
10,10010,2,25.9,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/20 10:53,FALSE,FALSE,1,0,0,0,0
14,10010,2,42.6,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 14:22,FALSE,FALSE,1,0,0,0,0
16,10030,1,21.9,15,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/3/20 16:07,FALSE,FALSE,1,0,0,0,0
16,10010,1,50.5,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 16:37,FALSE,FALSE,0.5,0.5,0,0,0
16,10020,3,1,35,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/20 16:45,FALSE,FALSE,1,0,0,0,0
19,10010,2,10.5,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 19:23,FALSE,FALSE,1,0,0,0,0
19,10010,2,64.3,20,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 19:29,FALSE,FALSE,1,0,0,0,0
19,10010,1,63.3,63,A2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 19:45,FALSE,TRUE,0.5,0.5,0,0,0
20,10010,1,60,12,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 20:36,FALSE,FALSE,1,0,0,0,0
20,10010,1,63,16,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/20 20:49,FALSE,FALSE,0.5,0.5,0,0,0
5,10030,1,58,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 05:50,FALSE,FALSE,1,0,0,0,0
8,10030,2,22.7,8,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 08:57,FALSE,FALSE,1,0,0,0,0
10,10010,2,16.9,7,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 10:27,FALSE,FALSE,1,0,0,0,0
10,10010,2,42.2,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 10:37,FALSE,FALSE,1,0,0,0,0
11,10020,3,15.6,35,A3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/3/21 11:35,FALSE,FALSE,1,0,0,0,0
12,10010,2,46.8,11,A3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 12:30,FALSE,FALSE,0.666666667,0.333333333,0,0,0
13,10010,2,22,14,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 13:29,FALSE,FALSE,0.5,0,0.5,0,0
13,10010,2,25,17,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 13:35,FALSE,FALSE,0.5,0,0.5,0,0
13,10010,1,16,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 13:58,FALSE,FALSE,1,0,0,0,0
14,10030,2,44.8,41,A2,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Train,6,2023/3/21 14:02,FALSE,TRUE,0.666666667,0.166666667,0.166666667,0,0
14,10030,2,43.7,9,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 14:58,FALSE,FALSE,0.666666667,0,0.333333333,0,0
15,10010,1,41,4,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/21 15:23,FALSE,FALSE,1,0,0,0,0
15,10030,2,37.5,12,A3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 15:22,FALSE,FALSE,1,0,0,0,0
15,10030,2,51.7,47,A3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Train,2,2023/3/21 15:53,FALSE,FALSE,0.5,0,0.5,0,0
17,10030,1,31,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/3/21 17:56,FALSE,FALSE,1,0,0,0,0
18,10010,2,34.5,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/3/21 18:12,FALSE,FALSE,1,0,0,0,0
18,10020,3,18,23,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 18:25,FALSE,FALSE,1,0,0,0,0
18,10010,1,31.5,16,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/3/21 18:43,FALSE,FALSE,1,0,0,0,0
21,10010,2,38.4,42,A2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,4,2023/3/21 21:53,FALSE,TRUE,1,0,0,0,0
6,10010,2,39.2,16,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/3/22 06:59,FALSE,FALSE,1,0,0,0,0
